,name,salary_from,salary_to,salary_currency,area_name,published_at
1098,Системный администратор,40000.0,60000.0,RUR,Москва,2007
1099,Инженер технической поддержки,24000.0,24000.0,RUR,Москва,2007
1100,Java-программист,40000.0,50000.0,RUR,Московская область - Север,2007
1101,Администратор видеоконференцсвязи,33000.0,40000.0,RUR,Москва,2007
1102,Специалист по внедрению электронного телефонного справочника,15000.0,17000.0,RUR,Санкт-Петербург,2007
1103,Директор по IT,45000.0,45000.0,RUR,Москва,2007
1104,Специалист по тех.поддержке пользователей (HelpDesk),28000.0,36000.0,RUR,Москва,2007
1105,Системный Администратор ( по совместительству) г.Казань,5000.0,6000.0,RUR,Чебоксары,2007
1106,Sales manager OSS/BSS,90000.0,120000.0,RUR,Москва,2007
1107,Менеджер интернет проектов,25000.0,27000.0,RUR,Москва,2007
1108,Ведущий разработчик 1С,70000.0,80000.0,RUR,Москва,2007
1109,Координатор отдела продаж,19000.0,19600.0,RUR,Московская область - Север,2007
1110,Контролёр,30000.0,35000.0,RUR,Москва,2007
1111,Программист 1С,40000.0,45000.0,RUR,Москва,2007
1112,Художник-аниматор,7000.0,9000.0,RUR,Воронеж,2007
1113,Корректор,7000.0,8000.0,RUR,Воронеж,2007
1114,Иллюстратор,7000.0,10000.0,RUR,Воронеж,2007
1115,Фоторедактор,21000.0,23270.0,RUR,Москва,2007
1116,Оператор службы технической поддержки пользователей,18000.0,28000.0,RUR,Москва,2007
1117,Инженер BlackBerry,30000.0,60000.0,RUR,Москва,2007
1118,Специалист в отдел информационных и управленческих технологий,40000.0,80000.0,RUR,Москва,2007
1119,Сетевой администратор,50000.0,60000.0,RUR,Москва,2007
1120,Технический переводчик,25000.0,33000.0,RUR,Москва,2007
1121,Программист 1С,25000.0,40000.0,RUR,Москва,2007
1122,Java разработчик,40000.0,50000.0,RUR,Москва,2007
1123,Ведущий инженер в группу внедрения и сопровождения биллинговых систем,50000.0,60000.0,RUR,Москва,2007
1124,Руководитель web-проекта,45000.0,55000.0,RUR,Москва,2007
1125,Senior .NET Developer,30000.0,50000.0,RUR,Нижний Новгород,2007
1126,Менеджер по продажам,26000.0,50000.0,RUR,Москва,2007
1127,Руководитель группы сопровождения оборудования Intel,55000.0,55000.0,RUR,Москва,2007
1128,Sales manager,100000.0,120000.0,RUR,Москва,2007
1129,Pre-sale manager (call centers),70000.0,90000.0,RUR,Москва,2007
1130,Технический менеджер по взаимодействию с корпоративными клиентами,40000.0,55000.0,RUR,Москва,2007
1131,Руководитель направления по работе органами Россвязьнадзора и Сдаче объектов в эксплуатацию,50000.0,60000.0,RUR,Москва,2007
1132,Трафик-менеджер в интернет-проекте,20000.0,30000.0,RUR,Москва,2007
1133,Web-designer,20000.0,25000.0,RUR,Москва,2007
1134,Программист 1С,30000.0,35000.0,RUR,Нижний Новгород,2007
1135,Разработчик-администратор корпоративного портала Share Point,40000.0,50000.0,RUR,Москва,2007
1136,Ведущий разработчик C/C++,60000.0,90000.0,RUR,Москва,2007
1137,Инженер по обслуживанию оборудования AVAYA,50000.0,70000.0,RUR,Москва,2007
1138,Инженер по обслуживанию оборудования SI2000,40000.0,90000.0,RUR,Москва,2007
1139,Администратор клиент-банк,30000.0,40000.0,RUR,Москва,2007
1140,Инженер по IT поддержке,40000.0,75000.0,RUR,Москва,2007
1141,Менеджер в IT-отдел,15000.0,16000.0,RUR,Москва,2007
1142,Консультант по ведению учета в отдел сопровождения по 1С,25000.0,35000.0,RUR,Нижний Новгород,2007
1143,Программист 1С,25000.0,40000.0,RUR,Нижний Новгород,2007
1144,Системный администратор,10000.0,15000.0,RUR,Санкт-Петербург,2007
1145,Администратор Lotus Domino/Notes,35000.0,50000.0,RUR,Москва,2007
1146,Web дизайнер,20000.0,30000.0,RUR,Екатеринбург,2007
1147,Менеджер отдела продаж,14000.0,51000.0,RUR,Санкт-Петербург,2007
1148,Администратор АРМ,10000.0,15000.0,RUR,Ростов-на-Дону,2007
1149,Программист/математик,30000.0,60000.0,RUR,Северо-Западный округ,2007
1150,Руководитель IT-отдела,90000.0,120000.0,RUR,Москва,2007
1151,Системный администратор,45000.0,50000.0,RUR,Москва,2007
1152,Программист PHP,30000.0,39000.0,RUR,Москва,2007
1153,Заместитель руководителя IT-отдела,80000.0,80000.0,RUR,Москва,2007
1154,Помощник системного администратора,20000.0,26000.0,RUR,Москва,2007
1155,Аналитик отдела логистики,55000.0,60000.0,RUR,Москва,2007
1156,Программист 1C,25000.0,50000.0,RUR,Москва,2007
1157,Инженер-программист АСУ,21600.0,40000.0,RUR,Москва,2007
1158,Программист 1С 8.0 (ЗУП),45000.0,58000.0,RUR,Москва,2007
1159,Инженер-схемотехник АСУ,27000.0,45000.0,RUR,Москва,2007
1160,Системный администратор,20000.0,23000.0,RUR,Москва,2007
1161,Специалист по продаже услуг связи,15000.0,19500.0,RUR,Нижний Новгород,2007
1162,Технический менеджер отдела телекоммуникаций,35100.0,48600.0,RUR,Москва,2007
1163,Менеджер по работе с клиентами,19000.0,24500.0,RUR,Санкт-Петербург,2007
1164,Старший специалист,15000.0,18000.0,RUR,Москва,2007
1165,Ведущий специалист,18000.0,21000.0,RUR,Москва,2007
1166,Программист 1С:7.7,49000.0,52200.0,RUR,Москва,2007
1167,Руководитель направления Интернет (Product manager),50000.0,90000.0,RUR,Уральский округ,2007
1168,Менеджер,18000.0,30000.0,RUR,Нижний Новгород,2007
1169,Разработчик программного обеспечения Delphi,70000.0,70000.0,RUR,Москва,2007
1170,Программист 1С 7.7,49000.0,55000.0,RUR,Москва,2007
1171,Аналитик,56000.0,98000.0,RUR,Москва,2007
1172,Специалист по внутренним коммуникациям,20000.0,35000.0,RUR,Москва,2007
1173,Специалист отдела управления информацией,20000.0,25000.0,RUR,Москва,2007
1174,Менеджер проекта (старший консультант) по внедрению SAP,60000.0,90000.0,RUR,Москва,2007
1175,Менеджер по интернет-рекламе,39000.0,39000.0,RUR,Москва,2007
1176,Программист 1С 8.0,25000.0,50000.0,RUR,Екатеринбург,2007
1177,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1178,Стажер службы технической поддержки,10000.0,15000.0,RUR,Москва,2007
1179,Программист DSP,30000.0,60000.0,RUR,Санкт-Петербург,2007
1180,Технический директор,80000.0,100000.0,RUR,Москва,2007
1181,Инженер службы технической поддержки пользователей,18000.0,30000.0,RUR,Москва,2007
1182,Редактор сайтов (контент - менеджер),20000.0,25000.0,RUR,Москва,2007
1183,Программист,8000.0,10000.0,RUR,Нижний Новгород,2007
1184,Инженер технической поддержки,15000.0,16000.0,RUR,Нижний Новгород,2007
1185,Специалист IT отдела,30000.0,60000.0,RUR,Москва,2007
1186,Консультант-аудитор по направлению информационная безопасность,50000.0,100000.0,RUR,Москва,2007
1187,"Руководитель инфраструктурных проектов (ИБ, ЦОД)",50000.0,140000.0,RUR,Москва,2007
1188,Консультант по работе с информационными системами и базой данных,18000.0,25000.0,RUR,Москва,2007
1189,Системный администратор Unix /начальный уровень,25000.0,35000.0,RUR,Москва,2007
1190,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1191,Ведущий специалист,18000.0,21000.0,RUR,Москва,2007
1192,Менеджер по работе с операторами,22400.0,44800.0,RUR,Москва,2007
1193,Дизайнер/Web Дизайнер,30000.0,40000.0,RUR,Москва,2007
1194,Сервис-менеджер 1С,55000.0,65000.0,RUR,Москва,2007
1195,Ведущий разработчик Java,50000.0,90000.0,RUR,Москва,2007
1196,Web разработчик,45000.0,80000.0,RUR,Москва,2007
1197,Верстальщик HTML,8000.0,15000.0,RUR,Казань,2007
1198,Системный администратор,30000.0,40000.0,RUR,Москва,2007
1199,Системный администратор,30000.0,40000.0,RUR,Москва,2007
1200,Специалист направления Технологии и сети передачи IP,80000.0,85000.0,RUR,Москва,2007
1201,Системный администратор,20000.0,25000.0,RUR,Москва,2007
1202,Web-дизайнер,30000.0,70000.0,RUR,Москва,2007
1203,"Менеджер проекта CRM, ERP/CRM & ERP Project manager",50000.0,80000.0,RUR,Москва,2007
1204,Координатор IT проектов,30000.0,40000.0,RUR,Москва,2007
1205,Инженер-программист 1 С,10000.0,15000.0,RUR,Уфа,2007
1206,Ведущий программист C++/C#/Delphi,45000.0,60000.0,RUR,Москва,2007
1207,Помощник системного администратора,16000.0,25000.0,RUR,Москва,2007
1208,Руководитель службы IT HelpDesk,40000.0,55000.0,RUR,Москва,2007
1209,Руководитель сектора прикладных программ,45000.0,55000.0,RUR,Москва,2007
1210,Инженер связи,25000.0,32000.0,RUR,Санкт-Петербург,2007
1211,Инженер-проектировщик систем связи,25000.0,25000.0,RUR,Санкт-Петербург,2007
1212,Оператор базы данных 1С,14000.0,17500.0,RUR,Санкт-Петербург,2007
1213,Специалист по сопровождению ERP системы iScala,35000.0,40000.0,RUR,Москва,2007
1214,Senior Software Engineer (Linux Kernel),800.0,1800.0,RUR,Нижний Новгород,2007
1215,Программист,45000.0,50000.0,RUR,Москва,2007
1216,Web дизайнер,55000.0,70000.0,RUR,Москва,2007
1217,Senior / Software Engineer (Linux Kernel),800.0,1800.0,RUR,Нижний Новгород,2007
1218,Начальник группы нормативно-технологического обеспечения проектно-изыскательских работ,25000.0,35000.0,RUR,Санкт-Петербург,2007
1219,Менеджер по связям с общественностью,27000.0,50000.0,RUR,Москва,2007
1220,Специалист технической поддержки,25000.0,30000.0,RUR,Москва,2007
1221,Программист Navision,50000.0,80000.0,RUR,Москва,2007
1222,Senior Software Engineer,800.0,1800.0,RUR,Нижний Новгород,2007
1223,1C Программист,30000.0,50000.0,RUR,Москва,2007
1224,Помощник системного администратора,8000.0,15000.0,RUR,Красноярск,2007
1225,Ведущий специалист,18000.0,21000.0,RUR,Москва,2007
1226,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1227,Специалист по установке программного обеспечения,13000.0,20000.0,RUR,Москва,2007
1228,Специалист по SAP (направления бух. учета),70000.0,90000.0,RUR,Москва,2007
1229,Разработчик форм и шаблонов бланков,20000.0,30000.0,RUR,Москва,2007
1230,Администратор,15000.0,18000.0,RUR,Санкт-Петербург,2007
1231,Руководитель IT отдела,48000.0,60000.0,RUR,Москва,2007
1232,Ведущий инженер-программист (Senior Developer),45000.0,45000.0,RUR,Санкт-Петербург,2007
1233,Системный администратор,30000.0,42000.0,RUR,Москва,2007
1234,Администратор баз данных,10000.0,10000.0,RUR,Ярославль,2007
1235,Разработчик Perl (Unix),50000.0,70000.0,RUR,Москва,2007
1236,IT-специалист с навыками программирования,15000.0,15000.0,RUR,Ярославль,2007
1237,Ведущий консультант / Руководитель проектов Cognos,40000.0,80000.0,RUR,Москва,2007
1238,Cпециалист отдела информационной безопасности(Лицензирование),20000.0,35000.0,RUR,Москва,2007
1239,Web-программист,62000.0,85000.0,RUR,Москва,2007
1240,Ведущий разработчик C++/3D в зарубежную компанию,50000.0,55000.0,RUR,Москва,2007
1241,Sr.Network administrator (международная инвестиционная группа),65000.0,80000.0,RUR,Москва,2007
1242,IT Specialist,25000.0,25000.0,RUR,Санкт-Петербург,2007
1243,ИТ специалист/IT specialist,40000.0,50000.0,RUR,Москва,2007
1244,Радио инженер,37000.0,42000.0,RUR,Санкт-Петербург,2007
1245,Бренд-менеджер,37000.0,50000.0,RUR,Москва,2007
1246,Инженер - программист по интеграции,40000.0,70000.0,RUR,Москва,2007
1247,Директор/начальник ИТ- отдела,50000.0,60000.0,RUR,Москва,2007
1248,Системный администратор,20000.0,25000.0,RUR,Санкт-Петербург,2007
1249,Консультант SAP R\3,25000.0,30000.0,RUR,Москва,2007
1250,Нtml-кодер (верстальщик веб-сайтов),6000.0,10000.0,RUR,Краснодар,2007
1251,Менеджер по продажам (Sales manager),41000.0,100000.0,RUR,Москва,2007
1252,Ведущий программист,40000.0,80000.0,RUR,Москва,2007
1253,Программист,30000.0,70000.0,RUR,Москва,2007
1254,Оптимизатор SEO специалист,35000.0,65000.0,RUR,Санкт-Петербург,2007
1255,Руководитель проекта (Project Manager),50400.0,70000.0,RUR,Москва,2007
1256,Программист C++ / Software engineer C++,56000.0,70000.0,RUR,Москва,2007
1257,Программист 1С,30000.0,39000.0,RUR,Новосибирск,2007
1258,Системный администратор,28000.0,40000.0,RUR,Москва,2007
1259,Ведущий разработчик,12000.0,20000.0,RUR,Ульяновск,2007
1260,Эккаунт- менеджер по работе с госсектором,30000.0,45000.0,RUR,Москва,2007
1261,Менеджер по работе с клиентами (без поиска клиентов),25500.0,32500.0,RUR,Москва,2007
1262,"Требуется программист C#, Java (Зеленоград)",30000.0,60000.0,RUR,Москва,2007
1263,"Программист C# .NET, MS SQL",60000.0,60000.0,RUR,Москва,2007
1264,Инженер-проектировщик,33000.0,45000.0,RUR,Москва,2007
1265,"Математик-программист (матстатистика, C/C++, JScript, SQL)",27000.0,35000.0,RUR,Москва,2007
1266,Веб-разработчик,45000.0,60000.0,RUR,Москва,2007
1267,Младший системный администратор,20000.0,20000.0,RUR,Москва,2007
1268,PHP программист,35000.0,50000.0,RUR,Москва,2007
1269,Менеджер проектов,50000.0,60000.0,RUR,Москва,2007
1270,Менеджер по работе с партнерами,16000.0,21000.0,RUR,Санкт-Петербург,2007
1271,Менеджер по продажам,21000.0,60000.0,RUR,Москва,2007
1272,Ведущий инженер по телекоммуникационному оборудованию,40000.0,45000.0,RUR,Москва,2007
1273,Редактор сайта,24000.0,24000.0,RUR,Москва,2007
1274,Системный администратор,45000.0,48000.0,RUR,Москва,2007
1275,Программист 1С (г.Волгоград),23000.0,32000.0,RUR,Волгоград,2007
1276,Программист 1С 8.0 (г.Волгоград),23000.0,32000.0,RUR,Волгоград,2007
1277,Программист 1С 8.0,45000.0,50000.0,RUR,Москва,2007
1278,Программист 1С 8.0.,45000.0,50000.0,RUR,Москва,2007
1279,Программист С#.,55000.0,59000.0,RUR,Москва,2007
1280,Программист С#,20000.0,25000.0,RUR,Волгоград,2007
1281,"Вебмастер, HTML-верстальщик",25000.0,40000.0,RUR,Москва,2007
1282,Стажер службы технической поддержки,10000.0,15000.0,RUR,Москва,2007
1283,Web-программист,52000.0,60000.0,RUR,Москва,2007
1284,Тестировщик ПО,20000.0,26000.0,RUR,Москва,2007
1285,Специалист сервисного центра,16000.0,21000.0,RUR,Москва,2007
1286,Cпециалист по наполнению базы данных,15000.0,17000.0,RUR,Москва,2007
1287,Специалист технической поддержки,18000.0,22000.0,RUR,Москва,2007
1288,Инженер сервисного центра,45000.0,55000.0,RUR,Москва,2007
1289,Ведущий специалист отдела поддержки продаж электронного бизнеса,1100.0,1200.0,RUR,Москва,2007
1290,Менеджер отдела телемаркетинга,21000.0,26000.0,RUR,Москва,2007
1291,Программист,20000.0,20000.0,RUR,Тверь,2007
1292,Менеджер по работе с клиентами,30000.0,100000.0,RUR,Пермь,2007
1293,Специалист по технической поддержке,15000.0,25500.0,RUR,Нижний Новгород,2007
1294,Программист,40000.0,45000.0,RUR,Москва,2007
1295,IT аналитик,65000.0,90000.0,RUR,Москва,2007
1296,"Главный эксперт Архитектурного отдела, Блок IT",65000.0,90000.0,RUR,Москва,2007
1297,Главный эксперт отдела поддержки систем (Oracle),65000.0,90000.0,RUR,Москва,2007
1298,Программист 1С (7.7),20000.0,40000.0,RUR,Москва,2007
1299,Заместитель начальника Отдела Телекоммуникаций,65000.0,90000.0,RUR,Москва,2007
1300,Программист,15000.0,20000.0,RUR,Краснодар,2007
1301,Программист (Java),40000.0,90000.0,RUR,Москва,2007
1302,Intern,15000.0,20000.0,RUR,Санкт-Петербург,2007
1303,"Помощник менеджера по Внешне Экономической Деятельности (ВЭД), менеджер по продажам",25000.0,40000.0,RUR,Москва,2007
1304,PHP программист,35000.0,50000.0,RUR,Москва,2007
1305,Программист 1С,35000.0,37000.0,RUR,Санкт-Петербург,2007
1306,Инженер-консультант по сетевым технологиям с квалификацией системного администратора (код 1003),25000.0,35000.0,RUR,Екатеринбург,2007
1307,SEO / Специалист по Интернет продвижению (код 1007),30000.0,50000.0,RUR,Екатеринбург,2007
1308,Менеджер по работе с дилерами (код 1006),25000.0,40000.0,RUR,Екатеринбург,2007
1309,Программист-разработчик.NET,29000.0,29000.0,RUR,Москва,2007
1310,Системный администратор,28000.0,30000.0,RUR,Москва,2007
1311,Техник- чертежник,13000.0,15000.0,RUR,Москва,2007
1312,Менеджер по продажам,12000.0,20000.0,RUR,Санкт-Петербург,2007
1313,Технический писатель,20000.0,25000.0,RUR,Москва,2007
1314,Системный администратор,30000.0,45000.0,RUR,Москва,2007
1315,WEB-программист,12000.0,18000.0,RUR,Екатеринбург,2007
1316,Менеджер по работе с клиентами,15000.0,60000.0,RUR,Санкт-Петербург,2007
1317,Системный администратор,30000.0,40000.0,RUR,Москва,2007
1318,Оператор БД,13000.0,17000.0,RUR,Москва,2007
1319,Специалист по внедрению системы программ 1С:Предприятие,15000.0,25000.0,RUR,Иваново (Ивановская область),2007
1320,Ведущий Разработчик DHTML/JavaScript,50000.0,75000.0,RUR,Москва,2007
1321,Ведущий разработчик Java,50000.0,90000.0,RUR,Москва,2007
1322,Ведущий разработчик Embedded-систем,75000.0,100000.0,RUR,Москва,2007
1323,Начальник отдела,30000.0,45000.0,RUR,Москва,2007
1324,IT-специалист,13000.0,13000.0,RUR,Ростов-на-Дону,2007
1325,Системный администратор,30000.0,40000.0,RUR,Москва,2007
1326,Инженер технической поддержки (Калининград),13500.0,15000.0,RUR,Калининград,2007
1327,Системный администратор,32000.0,38000.0,RUR,Москва,2007
1328,IT - специалист (взаимодействие с регионами),32000.0,38000.0,RUR,Москва,2007
1329,Менеджер,5000.0,20000.0,RUR,Казань,2007
1330,Специалист по программному обеспечению/Программист,14000.0,16000.0,RUR,Краснодар,2007
1331,Бизнес-аналитик в отдел корпоративного развития,45000.0,60000.0,RUR,Москва,2007
1332,Программист,15000.0,20000.0,RUR,Ростов-на-Дону,2007
1333,Менеджер в передвижной офис,13000.0,15600.0,RUR,Москва,2007
1334,Руководитель CALL-центра (финансовая сфера),30000.0,40000.0,RUR,Москва,2007
1335,Сетевой администратор,40000.0,50000.0,RUR,Москва,2007
1336,HTML верстальщик,30000.0,40000.0,RUR,Москва,2007
1337,Руководитель отдела - WEB студия,25000.0,35000.0,RUR,Санкт-Петербург,2007
1338,Программист PHP,40000.0,50000.0,RUR,Москва,2007
1339,Инженер-электроник,8000.0,10000.0,RUR,Саратов,2007
1340,Руководитель веб-проектов / Менеджер проектов (в веб-студию),40000.0,53000.0,RUR,Москва,2007
1341,Менеджер по работе с клиентами (в веб-студию),25000.0,40000.0,RUR,Москва,2007
1342,Контент-менеджер / content manager (в веб-студию),15000.0,25000.0,RUR,Москва,2007
1343,Программист 1С (г.Зеленоград),35000.0,45000.0,RUR,Москва,2007
1344,Сервисный инженер,20000.0,25000.0,RUR,Москва,2007
1345,Web-программист,50000.0,70000.0,RUR,Москва,2007
1346,Программист 1С 7.7 и 8.8,40000.0,80000.0,RUR,Москва,2007
1347,Программист 1С,40000.0,60000.0,RUR,Москва,2007
1348,Менеджер проекта по внедрению,25000.0,35000.0,RUR,Санкт-Петербург,2007
1349,Системный администратор,35000.0,40000.0,RUR,Москва,2007
1350,Системный аналитик / System Analyst,36400.0,47600.0,RUR,Москва,2007
1351,Инженер,15000.0,25000.0,RUR,Москва,2007
1352,Инженер,17000.0,17000.0,RUR,Ростов-на-Дону,2007
1353,"Программист С#, .NET (ASP.NET)",72000.0,72000.0,RUR,Москва,2007
1354,Системный Администратор,27000.0,40000.0,RUR,Санкт-Петербург,2007
1355,Аналитик,20000.0,30000.0,RUR,Москва,2007
1356,Пресейл-менеджер систем управления ИТ-инфраструктурой,45000.0,80000.0,RUR,Москва,2007
1357,Программист-разработчик платформы web (С#/.NET),56000.0,72000.0,RUR,Москва,2007
1358,Помощник системного администратора,5000.0,5000.0,RUR,Краснодар,2007
1359,Java-программист,40000.0,50000.0,RUR,Московская область - Север,2007
1360,Сборщик компьютеров,15000.0,20000.0,RUR,Москва,2007
1361,HTML-верстальщик,20000.0,25000.0,RUR,Московская область - Север,2007
1362,Data Analyst,800.0,35000.0,RUR,Москва,2007
1363,Программист C/C++,15000.0,30000.0,RUR,Ярославль,2007
1364,Инженер проекта (системы автоматизации),18000.0,45000.0,RUR,Нижний Новгород,2007
1365,Ведущий специалист/Операционист,18000.0,21000.0,RUR,Москва,2007
1366,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1367,Администратор Oracle E-Business Suite,50000.0,80000.0,RUR,Москва,2007
1368,Программист 1С,40000.0,65000.0,RUR,Москва,2007
1369,Разработчик Java (со знанием Oracle),50000.0,90000.0,RUR,Москва,2007
1370,Программист C++,50000.0,80000.0,RUR,Москва,2007
1371,Программист 1С,40000.0,45000.0,RUR,Москва,2007
1372,Программист Oracle,12000.0,19000.0,RUR,Самара,2007
1373,Системный администратор,30000.0,35000.0,RUR,Москва,2007
1374,Программист Oracle (PL/SQL),10000.0,20000.0,RUR,Самара,2007
1375,Системный администратор,25000.0,25000.0,RUR,Екатеринбург,2007
1376,Инженер опс и видеонаблюдения,25000.0,25000.0,RUR,Екатеринбург,2007
1377,Системный администратор,25000.0,35000.0,RUR,Москва,2007
1378,Инженер - программист 1С,10000.0,15000.0,RUR,Воронеж,2007
1379,Системный администратор,8000.0,9000.0,RUR,Москва,2007
1380,Программист,20000.0,40000.0,RUR,Москва,2007
1381,Менеджер информационных систем и сайта,40000.0,50000.0,RUR,Москва,2007
1382,Верстальщик,20000.0,25000.0,RUR,Москва,2007
1383,Рhp-программист,25000.0,30000.0,RUR,Москва,2007
1384,SEO аналитик,30000.0,40000.0,RUR,Москва,2007
1385,Веб-программист,12000.0,15000.0,RUR,Казань,2007
1386,Веб-программист,25000.0,40000.0,RUR,Москва,2007
1387,Программист - разработчик .Net (C#),40000.0,60000.0,RUR,Москва,2007
1388,Менеджер по продажам услуг связи (телеком),24000.0,80000.0,RUR,Москва,2007
1389,Инженер по технической поддержке,20000.0,25000.0,RUR,Санкт-Петербург,2007
1390,Специалист по внедрению IBM Rational,60000.0,70000.0,RUR,Москва,2007
1391,"Системный администратор, сервис-инженер",30000.0,35000.0,RUR,Москва,2007
1392,Ведущий/старший специалист отдела он-лайновых систем,40000.0,44000.0,RUR,Москва,2007
1393,Специалист группы технической поддержки,20000.0,40000.0,RUR,Москва,2007
1394,Специалист службы поддержки,21000.0,24000.0,RUR,Москва,2007
1395,Web-мастер,15000.0,20000.0,RUR,Санкт-Петербург,2007
1396,Программист 1С (8.0)/Разработчик,65000.0,75000.0,RUR,Москва,2007
1397,Директор по продажам (ПО для для комплексной автоматизации ресторанного бизнеса),100000.0,110000.0,RUR,Москва,2007
1398,"Эксперт-аналитик по внедрению КИС ""ПАРУС""",35000.0,50000.0,RUR,Москва,2007
1399,Специалист отдела операторов (Информационные технологии),38000.0,46000.0,RUR,Москва,2007
1400,Заместитель начальника отдела ИБ,25000.0,30000.0,RUR,Москва,2007
1401,ABAP разработчик,70000.0,80000.0,RUR,Санкт-Петербург,2007
1402,Руководитель группы по сопровождению оборудования Nortel,65000.0,80000.0,RUR,Москва,2007
1403,Credit risks specialist,25000.0,50000.0,RUR,Москва,2007
1404,Credit Risks Manager,40000.0,100000.0,RUR,Москва,2007
1405,Anti-fraud tools specialist,35000.0,100000.0,RUR,Москва,2007
1406,Специалист продаж,12000.0,20000.0,RUR,Ставрополь,2007
1407,Системный администратор,40000.0,45000.0,RUR,Москва,2007
1408,Менеджер интернет-магазина,18000.0,25000.0,RUR,Санкт-Петербург,2007
1409,Системный администратор,20000.0,25000.0,RUR,Санкт-Петербург,2007
1410,Системный администратор,30000.0,35000.0,RUR,Москва,2007
1411,Системный администратор,14000.0,19000.0,RUR,Ростов-на-Дону,2007
1412,Руководитель Интернет - магазина,35000.0,38000.0,RUR,Москва,2007
1413,Инженер CISCO,55000.0,90000.0,RUR,Москва,2007
1414,3D-моделлер,10000.0,20000.0,RUR,Воронеж,2007
1415,Дизайнер,10000.0,20000.0,RUR,Воронеж,2007
1416,Технический дизайнер,7000.0,12000.0,RUR,Воронеж,2007
1417,Редактор-составитель текстов,7000.0,8000.0,RUR,Воронеж,2007
1418,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1419,Специалист техподдержки ПО - консультант,7000.0,15000.0,RUR,Ростов-на-Дону,2007
1420,Системный инженер,30000.0,50000.0,RUR,Санкт-Петербург,2007
1421,Специалист по работе с данными - оператор ЭВМ,6000.0,11000.0,RUR,Ростов-на-Дону,2007
1422,Программист 1С,60000.0,65000.0,RUR,Москва,2007
1423,Радиоинженер,25000.0,30000.0,RUR,Санкт-Петербург,2007
1424,Программист СУБД,39000.0,45000.0,RUR,Москва,2007
1425,Администратор данных службы разработки информационных систем,40000.0,50000.0,RUR,Москва,2007
1426,Директор магазина,40000.0,50000.0,RUR,Москва,2007
1427,Менеджер по контекстной рекламе,35000.0,45000.0,RUR,Москва,2007
1428,Программист 1С,30000.0,50000.0,RUR,Московская область - Север,2007
1429,Руководитель группы размещения контента/Старший контент-менеджер департамента интернет проектов,27000.0,32000.0,RUR,Москва,2007
1430,Системный администратор,35000.0,35000.0,RUR,Санкт-Петербург,2007
1431,"Инженер связи бизнес-центров ""Сенатор""",15000.0,19000.0,RUR,Санкт-Петербург,2007
1432,Оператор информационных систем,8000.0,9600.0,RUR,Ульяновск,2007
1433,Программист 1С (8 версия),20000.0,25000.0,RUR,Казань,2007
1434,Старший оператор информационных систем,10000.0,12000.0,RUR,Ульяновск,2007
1435,Редактор сайта,8000.0,8000.0,RUR,Казань,2007
1436,Руководитель отдела эксплуатации сети передачи данных,50000.0,55000.0,RUR,Москва,2007
1437,Системный администратор,25000.0,50000.0,RUR,Москва,2007
1438,Контент менеджер,30000.0,40000.0,RUR,Москва,2007
1439,Эксперт по радиодоступу,70000.0,80000.0,RUR,Москва,2007
1440,Руководитель проекта (HardWare Team Leader),50000.0,50000.0,RUR,Москва,2007
1441,Ведущий системный администратор,45000.0,55000.0,RUR,Москва,2007
1442,Менеджер по продажам,20000.0,55000.0,RUR,Санкт-Петербург,2007
1443,Директор IT департамента,55000.0,70000.0,RUR,Москва,2007
1444,Инженер по абонентским терминалам (цифровое мобильное телевидение DVB-H),35000.0,40000.0,RUR,Москва,2007
1445,Главный специалист (зам.начальника) тендерного отдела,80000.0,90000.0,RUR,Москва,2007
1446,Инженер специалист IP сетей и сетей передачи данных,58000.0,58000.0,RUR,Москва,2007
1447,Системный администратор,22000.0,25000.0,RUR,Москва,2007
1448,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1449,Специалист по интернет проектам / Web мастер,26000.0,32000.0,RUR,Москва,2007
1450,Системный администратор / специалист по технической поддержке,35000.0,35000.0,RUR,Москва,2007
1451,Инженер связи (инженер СКС),20000.0,20000.0,RUR,Санкт-Петербург,2007
1452,Программист-разработчик .Net,50000.0,60000.0,RUR,Москва,2007
1453,Руководитель отдела внедрения 1С (франчайзинга),25000.0,40000.0,RUR,Рязань,2007
1454,Системный администратор,45000.0,45000.0,RUR,Москва,2007
1455,Руководитель продуктового направления «Системы самообслуживания» (комплексные банковские ИТ-решения),76000.0,105000.0,RUR,Москва,2007
1456,Коммерческий директор (комплексные решения для банков),110000.0,165000.0,RUR,Москва,2007
1457,Младший системный администратор,30000.0,35000.0,RUR,Москва,2007
1458,Инженер по автоматизации систем электрохимической защиты,13000.0,25000.0,RUR,Санкт-Петербург,2007
1459,"Системный администратор (FreeBSD, Linux)",40000.0,50000.0,RUR,Москва,2007
1460,Специалист службы технической поддержки,28000.0,32000.0,RUR,Москва,2007
1461,Администратор СУБД Oracle,55000.0,80000.0,RUR,Москва,2007
1462,Инженер-проектировщик,15000.0,25000.0,RUR,Пермь,2007
