,name,salary_from,salary_to,salary_currency,area_name,published_at
497,Руководитель группы технической поддержки UNIX-хостинга,45000.0,50000.0,RUR,Москва,2007
498,Специалист по технической поддержке,16000.0,25000.0,RUR,Москва,2007
499,Application Support Specialist/Специалист по поддержке программных продуктов,55000.0,70000.0,RUR,Москва,2007
500,Руководитель проекта,70000.0,90000.0,RUR,Москва,2007
501,Руководитель отдела,70000.0,90000.0,RUR,Москва,2007
502,Программист .NET,70000.0,75000.0,RUR,Москва,2007
503,Сервисный инженер,23000.0,35000.0,RUR,Москва,2007
504,Программист 1С,70000.0,80000.0,RUR,Москва,2007
505,Системный администратор,15000.0,25000.0,RUR,Красноярск,2007
506,Разработчик (Программист) T-SQL (SQL Server 2000 - 2005),42000.0,51000.0,RUR,Санкт-Петербург,2007
507,Специалист в службу поддержки пользователей,18000.0,24000.0,RUR,Москва,2007
508,Инженер-программист,30000.0,60000.0,RUR,Москва,2007
509,Специалист отдела нормативно-справочной информации,53000.0,53000.0,RUR,Москва,2007
510,Ведущий системный администратор,37000.0,40000.0,RUR,Москва,2007
511,Верстальщик (html),30000.0,35000.0,RUR,Москва,2007
512,Web разработчик,45000.0,80000.0,RUR,Москва,2007
513,Программист С++,45000.0,55000.0,RUR,Москва,2007
514,Программист C++,46000.0,65000.0,RUR,Москва,2007
515,Менеджер по продажам программных продуктов,5000.0,15000.0,RUR,Ярославль,2007
516,Координатор проекта внедрения SyteLine,15000.0,20000.0,RUR,Челябинск,2007
517,Программист 1С 8.0,18000.0,25000.0,RUR,Омск,2007
518,Программист 1С 8 (УПП),45000.0,60000.0,RUR,Москва,2007
519,Системный администратор,23000.0,27000.0,RUR,Москва,2007
520,Программист 1С 8.0 (ЗУП),45000.0,58000.0,RUR,Москва,2007
521,Разработчик пользовательских интерфейсов,15000.0,30000.0,RUR,Новосибирск,2007
522,"Javascript coder, HTML",15000.0,30000.0,RUR,Новосибирск,2007
523,Программист,20000.0,35000.0,RUR,Санкт-Петербург,2007
524,Менеджер по продажам полиграфического оборудования,20000.0,45000.0,RUR,Санкт-Петербург,2007
525,Программист Delphi и SQL,60000.0,75000.0,RUR,Москва,2007
526,Разработчик С/C++(Unix),70000.0,90000.0,RUR,Москва,2007
527,Разработчик PHP,42000.0,55000.0,RUR,Москва,2007
528,PR-менеджер,35000.0,45000.0,RUR,Москва,2007
529,Consultant/Senior Consultant/Manager in Oracle/Hyperion consulting practice,2000.0,8000.0,RUR,Москва,2007
530,Системный администратор-стажер (контрактник)SAP R/3,15000.0,24000.0,RUR,Москва,2007
531,Инженер-проектировщик,12000.0,20000.0,RUR,Пермь,2007
532,Редактор-составитель текстов,7000.0,8000.0,RUR,Воронеж,2007
533,Системный администратор,38000.0,46000.0,RUR,Москва,2007
534,Системный администратор,38000.0,46000.0,RUR,Москва,2007
535,Разработчик С,25000.0,45000.0,RUR,Санкт-Петербург,2007
536,Менеджер интернет-проектов в веб-студию,25000.0,40000.0,RUR,Москва,2007
537,3D-дизайнер,10000.0,20000.0,RUR,Воронеж,2007
538,Дизайнер,10000.0,20000.0,RUR,Воронеж,2007
539,Технический дизайнер,7000.0,12000.0,RUR,Воронеж,2007
540,Верстальщик,21000.0,25000.0,RUR,Москва,2007
541,Инженер-программист,22000.0,30000.0,RUR,Москва,2007
542,Оператор службы поддержки,12500.0,15000.0,RUR,Москва,2007
543,Старший программист ASP.NET,50000.0,75000.0,RUR,Москва,2007
544,Старший системный администратор,20000.0,30000.0,RUR,Москва,2007
545,Системный администратор,15000.0,15000.0,RUR,Ростов-на-Дону,2007
546,Программист 1С,55000.0,75000.0,RUR,Москва,2007
547,Программист 1С 7.7,40000.0,60000.0,RUR,Москва,2007
548,Специалист службы поддержки,35000.0,45000.0,RUR,Москва,2007
549,Системный Инженер Microsoft,45000.0,55000.0,RUR,Санкт-Петербург,2007
550,Менеджер по работе с клиентами,20000.0,45000.0,RUR,Москва,2007
551,Системный администратор,30000.0,30000.0,RUR,Москва,2007
552,Программист 1С,30000.0,60000.0,RUR,Москва,2007
553,Линк-менеджер,10000.0,12000.0,RUR,Москва,2007
554,Программист 1С,30000.0,35000.0,RUR,Москва,2007
555,Web-программист,25000.0,30000.0,RUR,Санкт-Петербург,2007
556,Программист 1С,50000.0,55000.0,RUR,Москва,2007
557,IT менеджер,60000.0,60000.0,RUR,Москва,2007
558,"Контент-менеджер, оптимизатор туристического портала",15000.0,18000.0,RUR,Москва,2007
559,Менеджер по продажам,8000.0,20000.0,RUR,Нижний Новгород,2007
560,Системный администратор,28000.0,32000.0,RUR,Москва,2007
561,Технический Эксперт (СРОЧНО!!!),25000.0,31200.0,RUR,Москва,2007
562,Менеджер проектов/руководитель проектов,40000.0,80000.0,RUR,Санкт-Петербург,2007
563,Инженер-проектировщик по электрике,30000.0,45000.0,RUR,Санкт-Петербург,2007
564,Специалист по обслуживанию конференционного оборудования,18200.0,25000.0,RUR,Москва,2007
565,Специалист по подготовке проектной документации,30000.0,40000.0,RUR,Москва,2007
566,Руководитель участка сборки и настройки АРМ,25000.0,35000.0,RUR,Санкт-Петербург,2007
567,Программист C++,46000.0,65000.0,RUR,Москва,2007
568,Ассистент отдела продаж,18000.0,18000.0,RUR,Москва,2007
569,Ведущий .Net программист / Senior .Net developer,47600.0,70000.0,RUR,Москва,2007
570,Сотрудник склада,18000.0,18000.0,RUR,Москва,2007
571,Project Manager (RT-2419-PM),90000.0,100000.0,RUR,Москва,2007
572,Банковский технолог/системный аналитик,60000.0,90000.0,RUR,Москва,2007
573,Сервис-инженер по ПНР и техническому обслуживанию систем безопасности,35000.0,50000.0,RUR,Москва,2007
574,Программист 1С,10000.0,20000.0,RUR,Ярославль,2007
575,Системный администратор (Сервисный инженер ПК),26000.0,38000.0,RUR,Москва,2007
576,Менеджер коммерческого отдела,8000.0,20000.0,RUR,Нижний Новгород,2007
577,Программист,30000.0,40000.0,RUR,Санкт-Петербург,2007
578,Веб-программист,10000.0,17000.0,RUR,Москва,2007
579,Менеджер по привлечению клиентов,22000.0,40000.0,RUR,Москва,2007
580,Менеджер по привлечению клиентов,22000.0,40000.0,RUR,Москва,2007
581,Менеджер по продажам / развитию бизнеса,20000.0,60000.0,RUR,Москва,2007
582,Менеджер по работе с клиентами,10000.0,25000.0,RUR,Казань,2007
583,Администратор проектов,40000.0,50000.0,RUR,Москва,2007
584,Программист/ разработчик С++ (Отдел разработки ПО),60000.0,65000.0,RUR,Москва,2007
585,Системный администратор,14000.0,17000.0,RUR,Ульяновск,2007
586,МЕНЕДЖЕР ПО ВЕДЕНИЮ ПРОЕКТОВ,20000.0,50000.0,RUR,Москва,2007
587,"Разработчик (программист) баз данных, MS SQL Server 2000-2005",55000.0,65000.0,RUR,Москва,2007
588,Руководитель IT отделом,60000.0,65000.0,RUR,Москва,2007
589,Руководитель проектов,15000.0,30000.0,RUR,Казань,2007
590,Системный администратор,30000.0,45000.0,RUR,Москва,2007
591,Java-программист,40000.0,50000.0,RUR,Московская область - Север,2007
592,Менеджер проектов,26000.0,42000.0,RUR,Тверь,2007
593,Инженер технической поддержки,27000.0,33000.0,RUR,Москва,2007
594,Инженер технической поддержки,32400.0,32400.0,RUR,Москва,2007
595,Менеджер по работе с клиентами,16500.0,22500.0,RUR,Москва,2007
596,Инженер-электронщик,10000.0,25000.0,RUR,Воронеж,2007
597,Инженер в телекоммуникационную компанию,22000.0,27500.0,RUR,Санкт-Петербург,2007
598,Программист,50000.0,60000.0,RUR,Москва,2007
599,Администратор СУБД,50000.0,55000.0,RUR,Москва,2007
600,Технический директор,80000.0,100000.0,RUR,Москва,2007
601,Технический директор,30000.0,40000.0,RUR,Казань,2007
602,Программист 1С в IT-отдел,55000.0,60000.0,RUR,Москва,2007
603,Программист 1С,25000.0,30000.0,RUR,Красноярск,2007
604,Веб-верстальщик,25000.0,48000.0,RUR,Москва,2007
605,Администратор сайта,8000.0,8000.0,RUR,Нижний Новгород,2007
606,Специалист службы технической поддержки,18000.0,22400.0,RUR,Москва,2007
607,Программист 1С,50000.0,90000.0,RUR,Россия,2007
608,Специалист по обработке дилерских заявлений,22500.0,22500.0,RUR,Москва,2007
609,Программист С#,25000.0,30000.0,RUR,Москва,2007
610,Начальник управления информационных технологий,50000.0,70000.0,RUR,Екатеринбург,2007
611,Бизнес-аналитик,30000.0,30000.0,RUR,Москва,2007
612,Программист,15000.0,30000.0,RUR,Нижний Новгород,2007
613,Инженер сервисный,10000.0,13000.0,RUR,Липецк,2007
614,Инженер-программист,15000.0,15000.0,RUR,Кострома,2007
615,Программиcт отчетов статистики в MS Access,40000.0,42000.0,RUR,Москва,2007
616,Специалист по работе с базой данных MS Access,22000.0,32000.0,RUR,Москва,2007
617,Инженер-программист,7000.0,25000.0,RUR,Ростов-на-Дону,2007
618,Инженер-наладчик,15000.0,30000.0,RUR,Ростов-на-Дону,2007
619,Специалист отдела технической поддержки,26000.0,30000.0,RUR,Москва,2007
620,Системный администратор,30000.0,35000.0,RUR,Москва,2007
621,Системный администратор,11000.0,16500.0,RUR,Ярославль,2007
622,Руководитель интернет - магазина,35000.0,38000.0,RUR,Москва,2007
623,Администратор Oracle,50000.0,75000.0,RUR,Москва,2007
624,Ведущий специалист отдела СУБД,40000.0,60000.0,RUR,Москва,2007
625,Системный администратор,33000.0,40000.0,RUR,Москва,2007
626,Программист,15000.0,32000.0,RUR,Уфа,2007
627,"Руководитель направления""Бухучет""",30000.0,35000.0,RUR,Уфа,2007
628,Дежурный администратор ISP,12000.0,15000.0,RUR,Россия,2007
629,Разработчик,45000.0,60000.0,RUR,Москва,2007
630,Системный администратор,45000.0,55000.0,RUR,Москва,2007
631,Менеджер отдела продаж программного обеспечения для строительных организаций,20000.0,27000.0,RUR,Москва,2007
632,Специалист по работе с клиентами (техническая поддержка),20000.0,30000.0,RUR,Москва,2007
633,Программист С++,45000.0,55000.0,RUR,Москва,2007
634,Специалист IT,45000.0,55000.0,RUR,Москва,2007
635,Помощник менеджера проекта,13000.0,18000.0,RUR,Москва,2007
636,Генеральный директор,50000.0,60000.0,RUR,Москва,2007
637,Project Manager,60000.0,100000.0,RUR,Санкт-Петербург,2007
638,System Administrator,40000.0,45000.0,RUR,Санкт-Петербург,2007
639,"Менеджер программы ""РС Яндекса""",30000.0,50000.0,RUR,Москва,2007
640,Программист 1С,20000.0,25000.0,RUR,Ростов-на-Дону,2007
641,Системный администратор,30000.0,36000.0,RUR,Московская область - Юг,2007
642,Программист 1С,25000.0,25000.0,RUR,Москва,2007
643,Руководитель группы по сопровождению оборудования Nortel,65000.0,80000.0,RUR,Москва,2007
644,Программист 1С,30000.0,30000.0,RUR,Санкт-Петербург,2007
645,Программист 1С,60000.0,62500.0,RUR,Москва,2007
646,Контент-менеджер,15000.0,17000.0,RUR,Москва,2007
647,Системный администратор,23000.0,30000.0,RUR,Москва,2007
648,WEB программист на PHP,50000.0,50000.0,RUR,Москва,2007
649,Офис-менеджер (Администратор офиса),17000.0,25000.0,RUR,Москва,2007
650,Ведущий сервисный инженер (серверное оборудование),45000.0,63000.0,RUR,Москва,2007
651,Инженер,16000.0,17000.0,RUR,Ростов-на-Дону,2007
652,Менеджер по продажам,65000.0,80000.0,RUR,Москва,2007
653,"Разработчик (.Net, SQL 2005)",40000.0,70000.0,RUR,Москва,2007
654,Инженер средств связи,40000.0,45000.0,RUR,Москва,2007
655,Менеджер по проектам,25000.0,30000.0,RUR,Москва,2007
656,Специалист по поддержке пользователей,30000.0,38000.0,RUR,Москва,2007
657,"Специалист технической поддержки,системный администратор",21000.0,25000.0,RUR,Москва,2007
658,Помощник руководителя Интернет-проекта,15000.0,25000.0,RUR,Москва,2007
659,"Учитель информатики, инженер ПЭВМ",20000.0,30000.0,RUR,Москва,2007
660,Менеджер по продаже,25000.0,50000.0,RUR,Москва,2007
661,Программист-разработчик платформы web (С#/.NET),50000.0,65000.0,RUR,Москва,2007
662,Системный администратор,30000.0,35000.0,RUR,Санкт-Петербург,2007
663,Специалист по технической поддержке,18000.0,21000.0,RUR,Москва,2007
664,Performance Analysis Engineer,50000.0,85000.0,RUR,Санкт-Петербург,2007
665,Senior Software Engineer,84000.0,110000.0,RUR,Санкт-Петербург,2007
666,Инженер-программист,25000.0,25000.0,RUR,Нижний Новгород,2007
667,Специалист по сетевым ПП 1С,10000.0,15000.0,RUR,Нижний Новгород,2007
668,Программист С++ под Windows,30000.0,35000.0,RUR,Новосибирск,2007
669,Software Development Engineer,67000.0,67000.0,RUR,Санкт-Петербург,2007
670,Системный администратор,13000.0,15000.0,RUR,Казань,2007
671,Software Engineer,50000.0,100000.0,RUR,Санкт-Петербург,2007
672,Software Manager,110000.0,110000.0,RUR,Санкт-Петербург,2007
673,"Программист ""1С:Предприятие 8.0""",60000.0,100000.0,RUR,Москва,2007
674,Начальник IT-отдела,50000.0,80000.0,RUR,Москва,2007
675,Ведущий специалист по продажам IP-услуг в крупном Российском операторе связи,35000.0,90000.0,RUR,Москва,2007
676,Ведущий специалист по продажам услуг ЦОДов,35000.0,90000.0,RUR,Москва,2007
677,Верстальщик,12000.0,14000.0,RUR,Москва,2007
678,Документалист отдела системного анализа,30000.0,37000.0,RUR,Москва,2007
679,Системный администратор,20000.0,30000.0,RUR,Санкт-Петербург,2007
680,Помощник системного администратора,20000.0,30000.0,RUR,Москва,2007
681,Начальник спец. монтажного Управления по прокладке ВОЛС по г. Москве,50000.0,70000.0,RUR,Москва,2007
682,Инженер отдела сервисного обслуживания абонентской сети,25000.0,45000.0,RUR,Москва,2007
683,Старший менеджер по техподдержке клиентов,40000.0,50000.0,RUR,Москва,2007
684,Администратор приложений (Парус 8).,70000.0,80000.0,RUR,Москва,2007
685,Ведущий системный аналитик,70000.0,90000.0,RUR,Москва,2007
686,Инженер-программист,15000.0,20000.0,RUR,Нижний Новгород,2007
687,Инженер-программист 1С,20000.0,23000.0,RUR,Самара,2007
688,Database аdministrator/аrchitect,67000.0,68000.0,RUR,Санкт-Петербург,2007
689,Системный администратор,40000.0,50000.0,RUR,Москва,2007
690,Программист 1С,50000.0,65000.0,RUR,Москва,2007
691,Программист 1С,14000.0,16000.0,RUR,Воронеж,2007
692,Начальник смены земной станции спутниковой связи,22000.0,22000.0,RUR,Москва,2007
693,Главный энергетик,6000.0,10000.0,RUR,Казань,2007
694,Менеджер по работе с клиентами,15000.0,22000.0,RUR,Челябинск,2007
695,Администратор 1С,25000.0,30000.0,RUR,Москва,2007
696,"Консультант ОеBS, Логистика",20000.0,30000.0,RUR,Москва,2007
697,Менеджер проектов,18000.0,35000.0,RUR,Россия,2007
698,Программист 1С v 8,40000.0,60000.0,RUR,Новосибирск,2007
699,"Руководитель направления ""Бухгалтерия""",20000.0,26000.0,RUR,Уфа,2007
700,Инженер-инсталлятор c навыками программирования,25000.0,40000.0,RUR,Москва,2007
701,Ведущий системный администратор,50000.0,60000.0,RUR,Москва,2007
702,Аналитик,20000.0,30000.0,RUR,Москва,2007
703,Программист,30000.0,30000.0,RUR,Нижний Новгород,2007
704,Специалист по поддержке 1С,25000.0,30000.0,RUR,Новосибирск,2007
705,Инженер проектировщик,20000.0,35000.0,RUR,Санкт-Петербург,2007
706,Ведущий специалист отдела маркетинга,20000.0,30000.0,RUR,Санкт-Петербург,2007
707,Специалист по технической поддержке,20000.0,25000.0,RUR,Москва,2007
708,Консультант 1С,25000.0,30000.0,RUR,Новосибирск,2007
709,Инженер-программист,18000.0,25000.0,RUR,Нижний Новгород,2007
710,Консультант FI (по управленческому учету),25000.0,25000.0,RUR,Санкт-Петербург,2007
711,Руководитель направления по продукту,38000.0,65000.0,RUR,Москва,2007
712,Старший менеджер по техподдержке клиентов,40000.0,50000.0,RUR,Москва,2007
713,Программист 1С,50000.0,70000.0,RUR,Москва,2007
714,Системный администратор,45000.0,50000.0,RUR,Москва,2007
715,Инженер по строительному оборудованию,55000.0,60000.0,RUR,Москва,2007
716,Инженер измерительной лаборатории,20000.0,30000.0,RUR,Москва,2007
717,Специалист по интернет проектам / Web мастер / администратор сайта,30000.0,33000.0,RUR,Москва,2007
718,Инженер программист С++ / SQL,35000.0,40000.0,RUR,Москва,2007
719,Специалист по набору и корректировке Базы Данных,6500.0,11000.0,RUR,Ростов-на-Дону,2007
720,Разработчик PHP,25000.0,30000.0,RUR,Санкт-Петербург,2007
721,"Администратор автоматизированной системы ""Горячая линия""",20000.0,20000.0,RUR,Санкт-Петербург,2007
722,Ведущий Разработчик .Net,50000.0,60000.0,RUR,Москва,2007
723,Руководитель проектов,40000.0,45000.0,RUR,Москва,2007
724,Технический директор Call-центра,50000.0,120000.0,RUR,Москва,2007
725,Системный администратор,30000.0,30000.0,RUR,Москва,2007
726,Аналитик по продажам,30000.0,40000.0,RUR,Москва,2007
727,Консультант по ИТ-услугам,40000.0,60000.0,RUR,Москва,2007
728,Специалист по продвижению интернет ресурсов,25000.0,30000.0,RUR,Москва,2007
729,Архитектор в области информационной безопасности,60000.0,80000.0,RUR,Москва,2007
730,Пресейл-консультант по ИБ,50000.0,85000.0,RUR,Москва,2007
731,Пресейл-консультант (программные решения),55000.0,89000.0,RUR,Москва,2007
732,Руководитель группы по сопровождению оборудования Nortel,60000.0,62500.0,RUR,Москва,2007
733,Руководитель отдела сопровождения и внедрения специализированного ПО,50000.0,80000.0,RUR,Москва,2007
734,Руководитель проектов,50000.0,117000.0,RUR,Москва,2007
735,Программист 1С,70000.0,70000.0,RUR,Москва,2007
736,Системный администратор,30000.0,40000.0,RUR,Москва,2007
737,Начальник IT-отдела интернет-провайдера,50000.0,80000.0,RUR,Москва,2007
738,"Руководитель группы SAP R3 направления ""Капитальные вложения""",100000.0,120000.0,RUR,Москва,2007
739,Аналитик (Программист 1С),50000.0,60000.0,RUR,Москва,2007
740,Специалист по технической поддержке и внедрению,12000.0,20000.0,RUR,Тверь,2007
741,Системный администратор,15000.0,20000.0,RUR,Санкт-Петербург,2007
742,Старший менеджер по техподдержке клиентов,40000.0,50000.0,RUR,Москва,2007
743,Инженер Cisco,40000.0,40000.0,RUR,Москва,2007
744,J2ME-разработчик,28000.0,35000.0,RUR,Нижний Новгород,2007
745,"Database Developer, DBA",28000.0,35000.0,RUR,Нижний Новгород,2007
746,J2SE 3D-разработчик,28000.0,35000.0,RUR,Нижний Новгород,2007
747,Perl-разработчик,27000.0,33000.0,RUR,Нижний Новгород,2007
748,"Менеджер по закупкам, логистике (IT и телекоммуникационное оборудование)",30000.0,35000.0,RUR,Москва,2007
749,Программист со знанием 1С,15000.0,30000.0,RUR,Чебоксары,2007
750,Сервисный инженер по ПО,26000.0,45000.0,RUR,Москва,2007
751,Менеджер по продажам,20000.0,35000.0,RUR,Москва,2007
752,Engineer / Billing systems,55000.0,75000.0,RUR,Москва,2007
753,Инженер VoIP,40000.0,40000.0,RUR,Москва,2007
754,Программист C#,25000.0,40000.0,RUR,Москва,2007
755,Инженер,20000.0,25000.0,RUR,Москва,2007
756,Системный администратор (инженер-техник),30000.0,30000.0,RUR,Москва,2007
757,Системный администратор,20000.0,30000.0,RUR,Санкт-Петербург,2007
758,Менеджер по работе c ключевыми корпоративными клиентами/ Key account manager,60000.0,70000.0,RUR,Москва,2007
759,Руководитель группы (сектор корпоративных продаж),40000.0,70000.0,RUR,Москва,2007
760,Аналитик,27000.0,33000.0,RUR,Новосибирск,2007
761,Аналитик,27000.0,33000.0,RUR,Хабаровск,2007
762,Программист .NET,70000.0,75000.0,RUR,Москва,2007
763,Программист Delphi,43000.0,54000.0,RUR,Москва,2007
764,Технолог производства,26000.0,39000.0,RUR,Москва,2007
765,Тестировщик,28000.0,35000.0,RUR,Москва,2007
766,Cистемный администратор,25000.0,35000.0,RUR,Москва,2007
767,Инженер-монтажник,18000.0,30000.0,RUR,Москва,2007
768,Специалист в отдел информационных и управленческих технологий,40000.0,80000.0,RUR,Москва,2007
769,"Старший технический специалист ПК (г.Зеленоград, г.Орехово-Зуево)",35000.0,35000.0,RUR,Москва,2007
770,Product manager (энергетическое оборудование),35000.0,50000.0,RUR,Санкт-Петербург,2007
771,Web developer/ веб-разработчик,45000.0,60000.0,RUR,Москва,2007
772,Разработчик,45000.0,60000.0,RUR,Москва,2007
773,Ведущий специалист по информационным технологиям,50000.0,60000.0,RUR,Москва,2007
774,Специалист технической поддержки ИТ,18000.0,20000.0,RUR,Москва,2007
775,Бизнес- аналитик (внутренний проект),60000.0,70000.0,RUR,Москва,2007
776,Начальник отдела разработки,30000.0,60000.0,RUR,Уральский округ,2007
777,Контент-менеджер / content manager,18000.0,25000.0,RUR,Москва,2007
778,Программист C++,30000.0,40000.0,RUR,Москва,2007
779,Контент-менеджер,17000.0,17000.0,RUR,Москва,2007
780,Аналитик,30000.0,40000.0,RUR,Москва,2007
781,Специалист техподдержки,500.0,1000.0,RUR,Москва,2007
782,Ведущий специалист 1С 8 (УПП),45000.0,58000.0,RUR,Москва,2007
783,HTML верстальщик,30000.0,40000.0,RUR,Москва,2007
784,IT-консультант,33000.0,35000.0,RUR,Москва,2007
785,Администратор баз данных Oracle,35000.0,50000.0,RUR,Ростов-на-Дону,2007
786,Бизнес-аналитик (Управление проектами и процессами),45000.0,60000.0,RUR,Москва,2007
787,Технический писатель,26000.0,29000.0,RUR,Москва,2007
788,Бизнес-аналитик (Отдел развития дистанционного обслуживания),45000.0,60000.0,RUR,Москва,2007
789,Программист 1С,15000.0,18000.0,RUR,Казань,2007
790,Системный архитектор ПО,49000.0,70000.0,RUR,Москва,2007
791,Менеджер по работе с корпоративными клиентами (системная интеграция),50000.0,80000.0,RUR,Москва,2007
792,Специалист Службы технической поддержки,18000.0,18000.0,RUR,Москва,2007
793,Проектировщик Кабельных сетей,20000.0,30000.0,RUR,Санкт-Петербург,2007
794,HTML-верстальщик,35000.0,40000.0,RUR,Москва,2007
795,Системный администратор,27000.0,35000.0,RUR,Санкт-Петербург,2007
796,Программист,27000.0,35000.0,RUR,Санкт-Петербург,2007
797,Software Developer (С++),16000.0,35000.0,RUR,Ростов-на-Дону,2007
798,Программист С++,40000.0,60000.0,RUR,Москва,2007
799,Ведущий разработчик .NET,20000.0,40000.0,RUR,Екатеринбург,2007
800,Инженер отдела эксплуатации,13000.0,30000.0,RUR,Новосибирск,2007
801,Системный архитектор в области информационной безопасности,60000.0,80000.0,RUR,Москва,2007
802,Оператор 1с,8000.0,8000.0,RUR,Красноярск,2007
803,Системный аналитик,13000.0,35000.0,RUR,Екатеринбург,2007
804,Ведущий инженер по строительству,20000.0,30000.0,RUR,Казань,2007
805,Специалист отдела IT,20000.0,20000.0,RUR,Москва,2007
806,Начальник отдела МСФО,15000.0,30000.0,RUR,Красноярск,2007
807,Программист в отдел автоматизации розничной торговли,50000.0,54000.0,RUR,Москва,2007
808,Системный администратор (разъездной),23000.0,25000.0,RUR,Москва,2007
809,Менеджер по статистике и анализу,18000.0,25000.0,RUR,Санкт-Петербург,2007
810,"Программист 1С, г. Казань",23000.0,28000.0,RUR,Казань,2007
811,Программист 1С 8.0,50000.0,70000.0,RUR,Москва,2007
812,Специалист отдела стандартизации,10000.0,13500.0,RUR,Нижний Новгород,2007
813,Медиапланер,22000.0,25000.0,RUR,Москва,2007
814,Менеджер по интернет рекламы и PR,20000.0,22000.0,RUR,Москва,2007
815,Программист,39000.0,50000.0,RUR,Москва,2007
816,Менеджер интернет проектов,25000.0,27000.0,RUR,Москва,2007
817,Администратор сайта,25000.0,30000.0,RUR,Москва,2007
818,Оператор call-центра,15000.0,20000.0,RUR,Москва,2007
819,Программист-разработчик Microsoft Dynamics NAV (Navision),30000.0,60000.0,RUR,Москва,2007
820,Программист 1С,20000.0,25000.0,RUR,Ростов-на-Дону,2007
821,SEO-специалист,25000.0,30000.0,RUR,Москва,2007
822,Редактор сайта,20000.0,25000.0,RUR,Москва,2007
823,Специалист по монтажу СКС,20000.0,30000.0,RUR,Москва,2007
824,Инженер-проектировщик,30000.0,40000.0,RUR,Москва,2007
825,Web-дизайнер,10000.0,15000.0,RUR,Ярославль,2007
826,Системный администратор,15000.0,22000.0,RUR,Москва,2007
827,Менеджер по маркетингу/ассистент менеджера по маркетингу,18000.0,25000.0,RUR,Москва,2007
828,Програмист 1С,40000.0,60000.0,RUR,Санкт-Петербург,2007
829,PHP-программист,39000.0,43000.0,RUR,Москва,2007
830,Специалист по рекламе и маркетингу,20000.0,40000.0,RUR,Москва,2007
831,Специалист в отдел интернет-маркетинга,25000.0,30000.0,RUR,Москва,2007
832,Системный инженер Microsoft,35000.0,45000.0,RUR,Москва,2007
833,Художник-аниматор,7000.0,9000.0,RUR,Воронеж,2007
834,Редактор сайта,21000.0,23000.0,RUR,Москва,2007
835,Программист C#,50000.0,60000.0,RUR,Москва,2007
836,Ведущий специалист службы поддержки (support),60000.0,60000.0,RUR,Москва,2007
837,Разработчик программного обеспечения Delphi,70000.0,70000.0,RUR,Москва,2007
838,Специалист по защите информации,30000.0,39000.0,RUR,Москва,2007
839,Системный администратор,30000.0,35000.0,RUR,Москва,2007
840,Оператор БД,15000.0,20000.0,RUR,Москва,2007
841,Инженер-инсталлятор c навыками программирования,25000.0,40000.0,RUR,Москва,2007
842,Менеджер по продажам,28000.0,84000.0,RUR,Москва,2007
843,Веб-дизайнер,42000.0,70000.0,RUR,Москва,2007
844,Flash-дизайнер,30000.0,56000.0,RUR,Россия,2007
845,Системный администратор,27000.0,35000.0,RUR,Санкт-Петербург,2007
846,Администратор серверов и сетевого оборудования,45000.0,50000.0,RUR,Москва,2007
847,Руководитель отдела по работе с операторми связи,30000.0,60000.0,RUR,Москва,2007
848,Руководитель отдела продаж (Нижний Новгород),40000.0,60000.0,RUR,Нижний Новгород,2007
849,Программист (разработчик),45000.0,55000.0,RUR,Москва,2007
850,Программист 1С,65000.0,65000.0,RUR,Москва,2007
851,Программист 1С 8.0,60000.0,70000.0,RUR,Москва,2007
852,Менеджер проектов,60000.0,96000.0,RUR,Москва,2007
853,Системный аналитик,40000.0,50000.0,RUR,Москва,2007
854,Ведущий инженер по направлению Microsoft,75000.0,90000.0,RUR,Москва,2007
855,Администратор сайта,8000.0,8000.0,RUR,Нижний Новгород,2007
856,Заместитель руководителя IT-отдела,80000.0,80000.0,RUR,Москва,2007
857,Программист 1С,42000.0,42000.0,RUR,Москва,2007
858,Специалист по ДОМИНО,40000.0,50000.0,RUR,Москва,2007
859,Инженер-инсталлятор c навыками программирования,25000.0,40000.0,RUR,Москва,2007
860,Начальник отдела WMS,36000.0,45000.0,RUR,Московская область - Юг,2007
861,Системный администратор,23000.0,28700.0,RUR,Новосибирск,2007
862,Старший менеджер по техподдержке клиентов,40000.0,50000.0,RUR,Москва,2007
863,Программист 1С в IT-отдел,55000.0,60000.0,RUR,Москва,2007
864,Веб-программист,20000.0,20000.0,RUR,Нижний Новгород,2007
865,Специалист Отдела ИТ,15000.0,22000.0,RUR,Ростов-на-Дону,2007
866,Менеджер проектов,20000.0,35000.0,RUR,Санкт-Петербург,2007
867,Senior software developer / Системный программист,40000.0,100000.0,RUR,Москва,2007
868,Веб-программист,9000.0,15000.0,RUR,Казань,2007
869,ИТ инженер /системный администратор,27000.0,30000.0,RUR,Москва,2007
870,Инженер-инсталлятор c навыками программирования,25000.0,40000.0,RUR,Москва,2007
871,Разработчик .Net,40000.0,55000.0,RUR,Москва,2007
872,Консультант,60000.0,100000.0,RUR,Москва,2007
873,Бизнес аналитик,50000.0,80000.0,RUR,Москва,2007
874,Старший менеджер по техподдержке клиентов,40000.0,50000.0,RUR,Москва,2007
875,Инженер,25000.0,32500.0,RUR,Санкт-Петербург,2007
876,Менеджер по контенту,16600.0,19700.0,RUR,Санкт-Петербург,2007
877,Начальник IT-отдела интернет-провайдера,80000.0,80000.0,RUR,Москва,2007
